
NorNE_ne_CF_MATRIX_binary_norbert2_seed_101
,0,1
0,51045,226
1,248,3220

NorNE_ne_CF_MATRIX_binary_norbert2_seed_1024
,0,1
0,51048,223
1,231,3237

NorNE_ne_CF_MATRIX_binary_norbert2_seed_37
,0,1
0,51087,184
1,270,3198

NorNE_ne_CF_MATRIX_binary_norbert2_seed_42
,0,1
0,51068,203
1,244,3224

NorNE_ne_CF_MATRIX_binary_norbert2_seed_8
,0,1
0,51079,192
1,253,3215
