
parl_l_CF_MATRIX_norbert2_seed_101
,0,1
0,1008640,6151
1,2246,39001

parl_l_CF_MATRIX_norbert2_seed_1024
,0,1
0,1008984,5807
1,2268,38979

parl_l_CF_MATRIX_norbert2_seed_37
,0,1
0,1007438,7353
1,2014,39233

parl_l_CF_MATRIX_norbert2_seed_42
,0,1
0,1010226,4565
1,2642,38605

parl_l_CF_MATRIX_norbert2_seed_8
,0,1
0,1009551,5240
1,2309,38938
