
NorNE_ne_CF_MATRIX_binary_bert-base-multilingual-cased_seed_101
,0,1
0,51051,220
1,360,3108

NorNE_ne_CF_MATRIX_binary_bert-base-multilingual-cased_seed_1024
,0,1
0,51084,187
1,362,3106

NorNE_ne_CF_MATRIX_binary_bert-base-multilingual-cased_seed_37
,0,1
0,51108,163
1,418,3050

NorNE_ne_CF_MATRIX_binary_bert-base-multilingual-cased_seed_42
,0,1
0,51019,252
1,324,3144

NorNE_ne_CF_MATRIX_binary_bert-base-multilingual-cased_seed_8
,0,1
0,50999,272
1,308,3160
