
NorNE_ne_CR_binary_nbailab-base-ner-scandi_seed_101
,precision,recall,f1-score,support
0,0.9964303130790988,0.9963137056035576,0.9963720059296247,51271.0
1,0.9455958549222798,0.9472318339100346,0.9464131374243734,3468.0
accuracy,0.99320411406858,0.99320411406858,0.99320411406858,0.99320411406858
macro avg,0.9710130840006893,0.9717727697567962,0.9713925716769991,54739.0
weighted avg,0.9932096860875964,0.99320411406858,0.9932068520909318,54739.0

NorNE_ne_CR_binary_nbailab-base-ner-scandi_seed_1024
,precision,recall,f1-score,support
0,0.994981813938109,0.9977375124339295,0.9963577577811539,51271.0
1,0.9651232711966325,0.9256055363321799,0.9449514277303503,3468.0
accuracy,0.9931675770474433,0.9931675770474433,0.9931675770474433,0.9931675770474433
macro avg,0.9800525425673707,0.9616715243830547,0.9706545927557522,54739.0
weighted avg,0.9930901201507283,0.9931675770474433,0.9931008997344927,54739.0

NorNE_ne_CR_binary_nbailab-base-ner-scandi_seed_37
,precision,recall,f1-score,support
0,0.9952502384613887,0.9971913947455676,0.9962198710079694,51271.0
1,0.9572446555819477,0.9296424452133795,0.9432416617905208,3468.0
accuracy,0.9929118178994867,0.9929118178994867,0.9929118178994867,0.9929118178994867
macro avg,0.9762474470216682,0.9634169199794735,0.9697307663992452,54739.0
weighted avg,0.9928423873602378,0.9929118178994867,0.9928634262507375,54739.0

NorNE_ne_CR_binary_nbailab-base-ner-scandi_seed_42
,precision,recall,f1-score,support
0,0.9962178074980992,0.9966452770572058,0.9964314964314964,51271.0
1,0.9500870574579222,0.9440599769319492,0.9470639282614983,3468.0
accuracy,0.99331372513199,0.99331372513199,0.99331372513199,0.99331372513199
macro avg,0.9731524324780108,0.9703526269945775,0.9717477123464974,54739.0
weighted avg,0.9932951848499082,0.99331372513199,0.9933038045406407,54739.0

NorNE_ne_CR_binary_nbailab-base-ner-scandi_seed_8
,precision,recall,f1-score,support
0,0.9954812823808967,0.9968598232919194,0.9961700759163069,51271.0
1,0.9526052399175743,0.9331026528258363,0.9427530954115076,3468.0
accuracy,0.992820475346645,0.992820475346645,0.992820475346645,0.992820475346645
macro avg,0.9740432611492356,0.9649812380588778,0.9694615856639073,54739.0
weighted avg,0.9927648623647692,0.992820475346645,0.9927858327187579,54739.0
