
NorNE_ne_CF_MATRIX_binary_nbailab-base-ner-scandi_seed_101
,0,1
0,51082,189
1,183,3285

NorNE_ne_CF_MATRIX_binary_nbailab-base-ner-scandi_seed_1024
,0,1
0,51155,116
1,258,3210

NorNE_ne_CF_MATRIX_binary_nbailab-base-ner-scandi_seed_37
,0,1
0,51127,144
1,244,3224

NorNE_ne_CF_MATRIX_binary_nbailab-base-ner-scandi_seed_42
,0,1
0,51099,172
1,194,3274

NorNE_ne_CF_MATRIX_binary_nbailab-base-ner-scandi_seed_8
,0,1
0,51110,161
1,232,3236
